district_name,item_name,report_month,required_units,units_distributed,funding_source,programme,beneficiary_count,priority_level,district_code,unit_type,collection_method,last_updated,balance,remarks
Bahawalpur,Food,2024-06-01,2260.0,2016.0,USAID,Nutrition Program,948,Medium,PK-BAH,kg,Manual Entry,2024-06-05,244.0,Reported by district office
Rawalpindi,Shelter,2026-06-01,3855.0,3541.0,USAID,Shelter Support,2208,High,PK-RAW,units,Partner Report,2026-06-12,314.0,Pending review
Lahore,Water,2024-10-01,461.0,178.0,Private Donor,WASH Program,1768,Low,PK-LAH,liters,Partner Report,2024-10-08,283.0,Reported by district office
Hyderabad,Water,2024-10-01,3964.0,3476.0,Red Crescent,WASH Program,980,Medium,PK-HYD,liters,Survey,2024-10-05,488.0,Field verified
Multan,Medicine,2025-09-01,649.0,628.0,Local Fund,Health Support,1975,Low,PK-MUL,kits,Survey,2025-09-15,21.0,Field verified
Gujranwala,Hygiene,2024-06-01,1401.0,1603.0,Red Crescent,WASH Program,87,Medium,PK-GUJ,kits,Manual Entry,2024-06-24,-202.0,Reported by district office
Gujranwala,Clothing,2024-06-01,2952.0,2787.0,UNHCR,Winter Aid,935,Low,PK-GUJ,pieces,Manual Entry,2024-06-07,165.0,Partner discrepancy noted
Rawalpindi,Hygiene,2025-04-01,2372.0,2097.0,UNICEF,WASH Program,2471,Medium,PK-RAW,kits,Survey,2025-04-12,275.0,Reported by district office
Gujranwala,Shelter,2026-02-01,2291.0,2095.0,UNHCR,Shelter Support,2970,High,PK-GUJ,units,Mobile App,2026-02-15,196.0,Partner discrepancy noted
Peshawar,Clothing,2026-01-01,,92.0,UNHCR,Winter Aid,2036,High,PK-PES,pieces,Partner Report,2026-01-23,,Field verified
Gujranwala,Hygiene,2025-09-01,2836.0,1138.0,Red Crescent,WASH Program,538,High,PK-GUJ,kits,Mobile App,2025-09-03,1698.0,Partner discrepancy noted
Gujranwala,Food,2026-08-01,5499.0,5234.0,USAID,Nutrition Program,1046,Low,PK-GUJ,kg,Manual Entry,2026-08-14,265.0,Partner discrepancy noted
Faisalabad,Hygiene,2025-12-01,4106.0,4375.0,UNHCR,WASH Program,2177,Low,PK-FAI,kits,Mobile App,2025-12-06,-269.0,Partner discrepancy noted
Quetta,Medicine,2026-11-01,,1829.0,UNHCR,Health Support,357,High,PK-QUE,kits,Survey,2026-11-25,,Partner discrepancy noted
Sialkot,Medicine,2025-05-01,4060.0,3702.0,Local Fund,Health Support,53,Medium,PK-SIA,kits,Survey,2025-05-13,358.0,Field verified
Rawalpindi,Water,2026-03-01,2166.0,2111.0,Private Donor,WASH Program,2357,Medium,PK-RAW,liters,Manual Entry,2026-03-07,28.0,Partner discrepancy noted
Bahawalpur,Water,2025-11-01,1742.0,1258.0,Local Fund,WASH Program,1571,Medium,PK-BAH,liters,Manual Entry,2025-11-04,484.0,
Sialkot,Clothing,2024-09-01,4633.0,1923.0,UNICEF,Winter Aid,704,Low,PK-SIA,pieces,Manual Entry,2024-09-15,2710.0,Partner discrepancy noted
Rawalpindi,Water,2026-08-01,4178.0,3867.0,Local Fund,WASH Program,1452,Low,PK-RAW,liters,Mobile App,2026-08-06,311.0,Field verified
Sargodha,Medicine,2026-06-01,751.0,680.0,USAID,Health Support,2052,Medium,PK-SAR,kits,Survey,2026-06-09,71.0,
Hyderabad,Clothing,2024-03-01,5109.0,1876.0,Local Fund,Winter Aid,386,Medium,PK-HYD,pieces,Survey,2024-03-08,3233.0,Pending review
Rawalpindi,Hygiene,2025-08-01,4731.0,3832.0,WFP,WASH Program,2668,High,PK-RAW,kits,Partner Report,2025-08-06,899.0,Field verified
Hyderabad,Shelter,2026-03-01,4265.0,3856.0,UNICEF,Shelter Support,2230,Low,PK-HYD,units,Partner Report,2026-03-03,409.0,
Karachi,Shelter,2024-03-01,3672.0,3548.0,UNICEF,Shelter Support,557,High,PK-KAR,units,Mobile App,2024-03-24,149.0,Partner discrepancy noted
Lahore,Medicine,2026-04-01,4450.0,4323.0,Local Fund,Health Support,2422,High,PK-LAH,kits,Survey,2026-04-13,127.0,Pending review
Quetta,Hygiene,2025-06-01,3514.0,3514.0,USAID,WASH Program,2764,Low,PK-QUE,kits,Partner Report,2025-06-02,0.0,Field verified
Karachi,Medicine,2026-03-01,2654.0,2632.0,Red Crescent,Health Support,2497,High,PK-KAR,kits,Survey,2026-03-25,22.0,
Sargodha,Medicine,2026-01-01,626.0,454.0,UNICEF,Health Support,348,High,PK-SAR,kits,Survey,2026-01-19,172.0,Pending review
Rawalpindi,Clothing,2024-10-01,,2301.0,UNHCR,Winter Aid,928,Medium,PK-RAW,pieces,Partner Report,2024-10-03,,Reported by district office
Hyderabad,Clothing,2026-11-01,1898.0,1676.0,Private Donor,Winter Aid,1997,Medium,PK-HYD,pieces,Survey,2026-11-02,222.0,Reported by district office
Quetta,Hygiene,2026-05-01,1240.0,899.0,Private Donor,WASH Program,1699,Low,PK-QUE,kits,Survey,2026-05-13,341.0,Reported by district office
Faisalabad,Medicine,2024-05-01,687.0,626.0,Local Fund,Health Support,2979,High,PK-FAI,kits,Mobile App,2024-05-18,61.0,Pending review
Hyderabad,Water,2024-09-01,2664.0,,Private Donor,WASH Program,2162,Low,PK-HYD,liters,Survey,2024-09-12,,Reported by district office
Karachi,Clothing,2025-12-01,4350.0,3210.0,Private Donor,Winter Aid,1472,Low,PK-KAR,pieces,Mobile App,2025-12-03,1140.0,Field verified
Hyderabad,Hygiene,2025-06-01,1187.0,895.0,UNHCR,WASH Program,331,Low,PK-HYD,kits,Manual Entry,2025-06-12,292.0,Pending review
Sialkot,Medicine,2024-08-01,4122.0,3144.0,UNHCR,Health Support,2498,Low,PK-SIA,kits,Partner Report,2024-08-16,978.0,Field verified
Sargodha,Shelter,2024-12-01,5345.0,1814.0,Private Donor,Shelter Support,415,Medium,PK-SAR,units,Partner Report,2024-12-13,3531.0,Pending review
Bahawalpur,Food,2026-06-01,5284.0,4833.0,Red Crescent,Nutrition Program,2573,High,PK-BAH,kg,Partner Report,2026-06-06,451.0,Partner discrepancy noted
Bahawalpur,Medicine,2026-05-01,151.0,107.0,UNHCR,Health Support,2266,Low,PK-BAH,kits,Partner Report,2026-05-06,44.0,Partner discrepancy noted
Rawalpindi,Clothing,2026-02-01,1811.0,1675.0,WFP,Winter Aid,447,Medium,PK-RAW,pieces,Survey,2026-02-15,136.0,Partner discrepancy noted
Bahawalpur,Shelter,2024-03-01,5420.0,2498.0,WFP,Shelter Support,2841,High,PK-BAH,units,Mobile App,2024-03-02,2922.0,Reported by district office
Bahawalpur,Medicine,2024-06-01,2971.0,2971.0,Red Crescent,Health Support,2755,Low,PK-BAH,kits,Survey,2024-06-16,0.0,Partner discrepancy noted
Hyderabad,Food,2025-12-01,3585.0,3585.0,Private Donor,Nutrition Program,872,Low,PK-HYD,kg,Mobile App,2025-12-01,-52.0,Reported by district office
Quetta,Medicine,2024-10-01,1581.0,1402.0,Red Crescent,Health Support,2000,Medium,PK-QUE,kits,Partner Report,2024-10-13,179.0,Pending review
Hyderabad,Hygiene,2025-03-01,1834.0,,Red Crescent,WASH Program,1599,High,PK-HYD,kits,Mobile App,2025-03-06,,Pending review
Lahore,Water,2025-12-01,3910.0,3132.0,USAID,WASH Program,1091,High,PK-LAH,liters,Mobile App,2025-12-08,778.0,
Lahore,Medicine,2026-03-01,4670.0,3585.0,Private Donor,Health Support,492,High,PK-LAH,kits,Partner Report,2026-03-11,1085.0,Reported by district office
Quetta,Shelter,2026-06-01,,1988.0,Private Donor,Shelter Support,1421,High,PK-QUE,units,Survey,2026-06-18,,Field verified
Sialkot,Water,2025-04-01,2777.0,2439.0,Private Donor,WASH Program,278,Medium,PK-SIA,liters,Mobile App,2025-04-09,338.0,Field verified
Sialkot,Hygiene,2026-02-01,,489.0,UNICEF,WASH Program,1820,Medium,PK-SIA,kits,Mobile App,2026-02-09,,Reported by district office
Faisalabad,Hygiene,2024-09-01,1746.0,1666.0,WFP,WASH Program,704,Low,PK-FAI,kits,Manual Entry,2024-09-17,80.0,Field verified
Sialkot,Clothing,2026-12-01,3769.0,4161.0,Local Fund,Winter Aid,321,High,PK-SIA,pieces,Mobile App,2026-12-13,-392.0,Pending review
Hyderabad,Clothing,2025-10-01,1335.0,1240.0,USAID,Winter Aid,214,Medium,PK-HYD,pieces,Survey,2025-10-25,95.0,Pending review
Sargodha,Clothing,2024-02-01,,2764.0,UNICEF,Winter Aid,1151,Low,PK-SAR,pieces,Manual Entry,2024-02-19,,Partner discrepancy noted
Rawalpindi,Medicine,2025-07-01,1333.0,1301.0,UNHCR,Health Support,1254,Medium,PK-RAW,kits,Mobile App,2025-07-17,32.0,Partner discrepancy noted
Sialkot,Clothing,2024-06-01,645.0,664.0,WFP,Winter Aid,2263,Medium,PK-SIA,pieces,Manual Entry,2024-06-16,-19.0,Partner discrepancy noted
Gujranwala,Water,2026-02-01,621.0,435.0,WFP,WASH Program,2356,Low,PK-GUJ,liters,Survey,2026-02-15,186.0,Reported by district office
Bahawalpur,Medicine,2026-11-01,1499.0,1418.0,WFP,Health Support,602,Medium,PK-BAH,kits,Manual Entry,2026-11-21,81.0,Partner discrepancy noted
Lahore,Water,2025-06-01,4215.0,3123.0,UNHCR,WASH Program,50,Low,PK-LAH,liters,Mobile App,2025-06-17,1092.0,
Peshawar,Clothing,2026-11-01,3963.0,4471.0,Local Fund,Winter Aid,1552,High,PK-PES,pieces,Partner Report,2026-11-19,-508.0,
Gujranwala,Hygiene,2025-01-01,3728.0,,USAID,WASH Program,1281,Low,PK-GUJ,kits,Partner Report,2025-01-19,,Partner discrepancy noted
Karachi,Medicine,2025-09-01,4006.0,,UNHCR,Health Support,692,High,PK-KAR,kits,Mobile App,2025-09-13,,Reported by district office
Rawalpindi,Medicine,2025-02-01,198.0,205.0,Local Fund,Health Support,156,Low,PK-RAW,kits,Survey,2025-02-16,-7.0,Reported by district office
Peshawar,Food,2024-08-01,3153.0,,UNHCR,Nutrition Program,1326,Medium,PK-PES,kg,Partner Report,2024-08-23,,Field verified
Faisalabad,Shelter,2026-01-01,,2829.0,WFP,Shelter Support,304,Low,PK-FAI,units,Mobile App,2026-01-21,,Reported by district office
Gujranwala,Food,2026-09-01,1729.0,1268.0,USAID,Nutrition Program,921,Low,PK-GUJ,kg,Survey,2026-09-16,407.0,Reported by district office
Bahawalpur,Clothing,2025-11-01,105.0,56.0,UNICEF,Winter Aid,1910,Medium,PK-BAH,pieces,Manual Entry,2025-11-07,106.0,Reported by district office
Bahawalpur,Hygiene,2026-11-01,4069.0,1770.0,Red Crescent,WASH Program,400,Medium,PK-BAH,kits,Partner Report,2026-11-01,2289.0,
Hyderabad,Water,2026-06-01,3926.0,1228.0,WFP,WASH Program,290,Medium,PK-HYD,liters,Partner Report,2026-06-24,2698.0,Partner discrepancy noted
Multan,Water,2026-09-01,5074.0,5074.0,Local Fund,WASH Program,2249,High,PK-MUL,liters,Partner Report,2026-09-24,0.0,
Karachi,Clothing,2026-05-01,2866.0,2541.0,WFP,Winter Aid,351,High,PK-KAR,pieces,Mobile App,2026-05-21,325.0,Reported by district office
Sialkot,Water,2025-05-01,339.0,139.0,WFP,WASH Program,852,Medium,PK-SIA,liters,Partner Report,2025-05-01,200.0,Pending review
Multan,Food,2025-01-01,5141.0,2670.0,Red Crescent,Nutrition Program,1466,Low,PK-MUL,kg,Manual Entry,2025-01-18,2471.0,Field verified
Bahawalpur,Medicine,2026-10-01,913.0,667.0,WFP,Health Support,2845,High,PK-BAH,kits,Mobile App,2026-10-11,246.0,Field verified
Karachi,Clothing,2026-12-01,1149.0,837.0,WFP,Winter Aid,819,Low,PK-KAR,pieces,Partner Report,2026-12-06,312.0,Field verified
Peshawar,Clothing,2024-01-01,5301.0,2085.0,USAID,Winter Aid,1158,Medium,PK-PES,pieces,Partner Report,2024-01-16,3216.0,Partner discrepancy noted
Multan,Food,2026-02-01,2464.0,2464.0,WFP,Nutrition Program,862,High,PK-MUL,kg,Manual Entry,2026-02-06,0.0,
Sargodha,Water,2024-07-01,2436.0,1284.0,Local Fund,WASH Program,2878,High,PK-SAR,liters,Mobile App,2024-07-15,1152.0,Field verified
Sargodha,Shelter,2024-08-01,3580.0,,USAID,Shelter Support,1703,High,PK-SAR,units,Survey,2024-08-10,,
Multan,Food,2026-10-01,392.0,289.0,UNHCR,Nutrition Program,179,Medium,PK-MUL,kg,Partner Report,2026-10-08,103.0,
Gujranwala,Shelter,2025-12-01,1620.0,1572.0,Red Crescent,Shelter Support,1081,Low,PK-GUJ,units,Mobile App,2025-12-18,48.0,Pending review
Peshawar,Hygiene,2024-07-01,5258.0,3909.0,UNICEF,WASH Program,592,High,PK-PES,kits,Mobile App,2024-07-07,1349.0,
Bahawalpur,Clothing,2025-12-01,4980.0,3653.0,Private Donor,Winter Aid,2363,High,PK-BAH,pieces,Mobile App,2025-12-19,1327.0,Pending review
Hyderabad,Hygiene,2025-05-01,,433.0,Red Crescent,WASH Program,815,Medium,PK-HYD,kits,Mobile App,2025-05-13,,Reported by district office
Multan,Clothing,2025-04-01,2215.0,2215.0,USAID,Winter Aid,122,Low,PK-MUL,pieces,Partner Report,2025-04-03,0.0,
Karachi,Shelter,2025-07-01,1018.0,748.0,Local Fund,Shelter Support,996,Medium,PK-KAR,units,Manual Entry,2025-07-25,270.0,Field verified
Hyderabad,Hygiene,2026-09-01,4162.0,1503.0,Local Fund,WASH Program,2145,Medium,PK-HYD,kits,Partner Report,2026-09-18,2659.0,Reported by district office
Hyderabad,Food,2024-03-01,476.0,377.0,WFP,Nutrition Program,2252,Medium,PK-HYD,kg,Partner Report,2024-03-23,99.0,Partner discrepancy noted
Sargodha,Medicine,2024-05-01,1986.0,1704.0,WFP,Health Support,366,Medium,PK-SAR,kits,Survey,2024-05-14,282.0,Partner discrepancy noted
Lahore,Medicine,2025-02-01,5264.0,4625.0,Red Crescent,Health Support,645,Medium,PK-LAH,kits,Partner Report,2025-02-07,639.0,Field verified
Hyderabad,Shelter,2024-11-01,4682.0,4682.0,UNICEF,Shelter Support,460,Low,PK-HYD,units,Manual Entry,2024-11-05,0.0,Partner discrepancy noted
Gujranwala,Clothing,2024-08-01,1813.0,1322.0,WFP,Winter Aid,519,Low,PK-GUJ,pieces,Partner Report,2024-08-03,491.0,Pending review
Peshawar,Shelter,2024-10-01,1895.0,1409.0,Private Donor,Shelter Support,2898,Medium,PK-PES,units,Mobile App,2024-10-07,486.0,Field verified
Quetta,Clothing,2024-03-01,612.0,,UNHCR,Winter Aid,2477,Medium,PK-QUE,pieces,Manual Entry,2024-03-07,,
Gujranwala,Food,2025-11-01,4841.0,4369.0,Local Fund,Nutrition Program,1520,Medium,PK-GUJ,kg,Survey,2025-11-12,472.0,Pending review
Lahore,Shelter,2024-02-01,3609.0,1172.0,Local Fund,Shelter Support,674,High,PK-LAH,units,Manual Entry,2024-02-18,2437.0,Reported by district office
Karachi,Food,2024-09-01,1069.0,587.0,Private Donor,Nutrition Program,2874,Low,PK-KAR,kg,Partner Report,2024-09-21,482.0,Pending review
Lahore,Water,2025-05-01,2651.0,2651.0,Local Fund,WASH Program,606,Medium,PK-LAH,liters,Mobile App,2025-05-01,0.0,Reported by district office
Karachi,Shelter,2025-03-01,3383.0,1739.0,WFP,Shelter Support,1087,High,PK-KAR,units,Partner Report,2025-03-19,1644.0,Pending review
Hyderabad,Food,2026-11-01,3369.0,3719.0,Local Fund,Nutrition Program,1793,High,PK-HYD,kg,Survey,2026-11-19,-295.0,Field verified
Quetta,Shelter,2025-04-01,4665.0,1517.0,USAID,Shelter Support,2123,Low,PK-QUE,units,Survey,2025-04-15,3148.0,Pending review
Hyderabad,Food,2026-05-01,2509.0,,WFP,Nutrition Program,56,Low,PK-HYD,kg,Manual Entry,2026-05-03,,Field verified
Sargodha,Shelter,2025-03-01,2540.0,2762.0,UNICEF,Shelter Support,680,Medium,PK-SAR,units,Manual Entry,2025-03-23,-222.0,Reported by district office
Rawalpindi,Water,2026-02-01,5429.0,5722.0,WFP,WASH Program,1352,Low,PK-RAW,liters,Mobile App,2026-02-04,-293.0,Pending review
Peshawar,Hygiene,2025-08-01,1824.0,1824.0,Private Donor,WASH Program,1005,Medium,PK-PES,kits,Mobile App,2025-08-12,0.0,
Quetta,Clothing,2025-09-01,431.0,304.0,USAID,Winter Aid,1007,Low,PK-QUE,pieces,Manual Entry,2025-09-24,127.0,Pending review
Rawalpindi,Hygiene,2025-12-01,302.0,301.0,Private Donor,WASH Program,2152,High,PK-RAW,kits,Survey,2025-12-03,1.0,Reported by district office
Gujranwala,Hygiene,2026-04-01,4683.0,3867.0,Local Fund,WASH Program,1655,Medium,PK-GUJ,kits,Partner Report,2026-04-11,816.0,Reported by district office
Quetta,Hygiene,2025-09-01,2564.0,1933.0,Red Crescent,WASH Program,329,Low,PK-QUE,kits,Survey,2025-09-23,631.0,Partner discrepancy noted
Quetta,Shelter,2024-05-01,436.0,458.0,WFP,Shelter Support,1881,Low,PK-QUE,units,Mobile App,2024-05-13,-22.0,Partner discrepancy noted
Quetta,Clothing,2026-11-01,275.0,194.0,WFP,Winter Aid,1489,High,PK-QUE,pieces,Survey,2026-11-19,81.0,Field verified
Sargodha,Food,2025-10-01,4716.0,4968.0,USAID,Nutrition Program,392,Medium,PK-SAR,kg,Partner Report,2025-10-19,-252.0,
Karachi,Food,2026-09-01,,1133.0,UNICEF,Nutrition Program,1693,Low,PK-KAR,kg,Mobile App,2026-09-13,,Partner discrepancy noted
Quetta,Shelter,2024-09-01,5071.0,5071.0,WFP,Shelter Support,2137,Medium,PK-QUE,units,Partner Report,2024-09-18,0.0,Partner discrepancy noted
Hyderabad,Water,2025-05-01,4497.0,4927.0,UNHCR,WASH Program,2809,Medium,PK-HYD,liters,Mobile App,2025-05-02,-430.0,Reported by district office
Rawalpindi,Shelter,2026-04-01,2826.0,2489.0,UNHCR,Shelter Support,2822,High,PK-RAW,units,Mobile App,2026-04-13,337.0,Pending review
Rawalpindi,Hygiene,2025-12-01,302.0,301.0,Private Donor,WASH Program,2152,High,PK-RAW,kits,Survey,2025-12-03,1.0,Reported by district office
Bahawalpur,Medicine,2026-10-01,913.0,667.0,WFP,Health Support,2845,High,PK-BAH,kits,Mobile App,2026-10-11,246.0,Field verified
Gujranwala,Shelter,2026-09-01,1452.0,1162.0,Local Fund,Shelter Support,2768,Low,PK-GUJ,units,Manual Entry,2026-09-24,317.0,Pending review
Rawalpindi,Clothing,2025-07-01,743.0,660.0,Private Donor,Winter Aid,531,Medium,PK-RAW,pieces,Survey,2025-07-25,83.0,Pending review
Peshawar,Clothing,2025-04-01,1817.0,1667.0,Red Crescent,Winter Aid,2839,Medium,PK-PES,pieces,Partner Report,2025-04-03,150.0,Partner discrepancy noted
Sialkot,Shelter,2024-04-01,2714.0,2174.0,Red Crescent,Shelter Support,872,Medium,PK-SIA,units,Manual Entry,2024-04-24,540.0,Field verified
Sialkot,Clothing,2025-02-01,4331.0,3591.0,Red Crescent,Winter Aid,788,Medium,PK-SIA,pieces,Mobile App,2025-02-16,740.0,Reported by district office
Rawalpindi,Hygiene,2025-08-01,3700.0,2831.0,USAID,WASH Program,741,Medium,PK-RAW,kits,Partner Report,2025-08-21,834.0,Field verified
Bahawalpur,Hygiene,2025-06-01,3561.0,3561.0,Red Crescent,WASH Program,682,Low,PK-BAH,kits,Survey,2025-06-07,0.0,Reported by district office
Rawalpindi,Medicine,2025-11-01,2134.0,1498.0,Private Donor,Health Support,436,Medium,PK-RAW,kits,Manual Entry,2025-11-13,636.0,Pending review
Multan,Clothing,2026-08-01,5487.0,4952.0,UNICEF,Winter Aid,2272,High,PK-MUL,pieces,Mobile App,2026-08-16,535.0,
Lahore,Water,2025-04-01,3799.0,2953.0,WFP,WASH Program,716,High,PK-LAH,liters,Manual Entry,2025-04-14,846.0,Field verified
Peshawar,Hygiene,2025-08-01,3604.0,4082.0,Private Donor,WASH Program,1374,High,PK-PES,kits,Survey,2025-08-09,-504.0,Pending review
Hyderabad,Food,2025-12-01,3585.0,3585.0,Private Donor,Nutrition Program,872,Low,PK-HYD,kg,Mobile App,2025-12-01,-52.0,Reported by district office
Gujranwala,Food,2026-02-01,,2780.0,Local Fund,Nutrition Program,1798,Low,PK-GUJ,kg,Survey,2026-02-02,,Pending review
Hyderabad,Water,2024-09-01,4989.0,4254.0,Red Crescent,WASH Program,2703,Medium,PK-HYD,liters,Manual Entry,2024-09-09,735.0,Reported by district office
Hyderabad,Water,2024-02-01,3474.0,3474.0,WFP,WASH Program,1428,Medium,PK-HYD,liters,Partner Report,2024-02-09,0.0,Pending review
Gujranwala,Shelter,2026-09-01,4536.0,3802.0,USAID,Shelter Support,1019,Low,PK-GUJ,units,Partner Report,2026-09-03,734.0,Partner discrepancy noted
Hyderabad,Water,2026-09-01,3029.0,2960.0,UNHCR,WASH Program,1474,High,PK-HYD,liters,Partner Report,2026-09-14,69.0,Pending review
Peshawar,Clothing,2025-09-01,3207.0,2654.0,Red Crescent,Winter Aid,2814,Low,PK-PES,pieces,Mobile App,2025-09-20,553.0,Pending review
Hyderabad,Food,2025-03-01,,2530.0,WFP,Nutrition Program,1306,Low,PK-HYD,kg,Mobile App,2025-03-10,,Pending review
Peshawar,Shelter,2024-04-01,3643.0,2694.0,Private Donor,Shelter Support,1334,High,PK-PES,units,Mobile App,2024-04-13,949.0,Pending review
Sargodha,Medicine,2026-03-01,528.0,516.0,UNHCR,Health Support,2709,High,PK-SAR,kits,Mobile App,2026-03-12,12.0,Field verified
Gujranwala,Food,2024-03-01,4766.0,3482.0,WFP,Nutrition Program,2851,Low,PK-GUJ,kg,Partner Report,2024-03-14,1284.0,Partner discrepancy noted
Multan,Water,2024-06-01,1632.0,1196.0,Private Donor,WASH Program,1203,High,PK-MUL,liters,Survey,2024-06-02,436.0,Field verified
Faisalabad,Hygiene,2025-08-01,3240.0,1444.0,Red Crescent,WASH Program,1816,High,PK-FAI,kits,Manual Entry,2025-08-02,1796.0,Partner discrepancy noted
Hyderabad,Water,2026-01-01,4360.0,3744.0,UNICEF,WASH Program,897,Medium,PK-HYD,liters,Manual Entry,2026-01-22,616.0,Field verified
Gujranwala,Clothing,2025-08-01,669.0,564.0,WFP,Winter Aid,84,High,PK-GUJ,pieces,Manual Entry,2025-08-07,105.0,
Hyderabad,Hygiene,2026-10-01,712.0,797.0,WFP,WASH Program,1326,Low,PK-HYD,kits,Mobile App,2026-10-01,-85.0,Partner discrepancy noted
Multan,Food,2026-10-01,4809.0,4534.0,Red Crescent,Nutrition Program,2706,Medium,PK-MUL,kg,Partner Report,2026-10-21,275.0,
Sargodha,Hygiene,2025-10-01,2388.0,1768.0,USAID,WASH Program,663,High,PK-SAR,kits,Survey,2025-10-16,620.0,Field verified
Faisalabad,Medicine,2026-08-01,868.0,740.0,WFP,Health Support,1253,High,PK-FAI,kits,Mobile App,2026-08-11,128.0,
Lahore,Water,2026-02-01,1492.0,1492.0,WFP,WASH Program,1735,High,PK-LAH,liters,Partner Report,2026-02-12,0.0,Partner discrepancy noted
Quetta,Clothing,2025-11-01,815.0,815.0,Red Crescent,Winter Aid,2067,High,PK-QUE,pieces,Manual Entry,2025-11-01,0.0,Partner discrepancy noted
Hyderabad,Medicine,2025-07-01,2956.0,2273.0,Private Donor,Health Support,529,Medium,PK-HYD,kits,Partner Report,2025-07-05,643.0,Partner discrepancy noted
Karachi,Clothing,2024-06-01,2740.0,2599.0,Red Crescent,Winter Aid,2772,Medium,PK-KAR,pieces,Mobile App,2024-06-01,141.0,Pending review
Hyderabad,Food,2024-06-01,3729.0,,USAID,Nutrition Program,1579,Medium,PK-HYD,kg,Survey,2024-06-22,,Partner discrepancy noted
Multan,Medicine,2026-02-01,1576.0,1464.0,USAID,Health Support,2930,Medium,PK-MUL,kits,Survey,2026-02-13,112.0,Field verified
Sialkot,Water,2026-08-01,3634.0,3631.0,Local Fund,WASH Program,2669,Low,PK-SIA,liters,Manual Entry,2026-08-13,3.0,Field verified
Sialkot,Clothing,2026-10-01,1128.0,,USAID,Winter Aid,2300,Low,PK-SIA,pieces,Manual Entry,2026-10-05,,Field verified
Bahawalpur,Clothing,2024-08-01,220.0,214.0,Red Crescent,Winter Aid,423,Low,PK-BAH,pieces,Manual Entry,2024-08-12,6.0,Pending review
Sargodha,Water,2026-10-01,189.0,189.0,UNHCR,WASH Program,2682,High,PK-SAR,liters,Partner Report,2026-10-18,0.0,
Bahawalpur,Clothing,2026-11-01,1240.0,1078.0,UNHCR,Winter Aid,2582,Medium,PK-BAH,pieces,Partner Report,2026-11-18,175.0,Partner discrepancy noted
Gujranwala,Medicine,2024-03-01,2310.0,2292.0,WFP,Health Support,1143,Low,PK-GUJ,kits,Partner Report,2024-03-10,18.0,Pending review
Sargodha,Medicine,2024-01-01,1254.0,1137.0,UNICEF,Health Support,2482,High,PK-SAR,kits,Survey,2024-01-14,117.0,Pending review
Quetta,Shelter,2024-03-01,5396.0,3998.0,Red Crescent,Shelter Support,1123,Medium,PK-QUE,units,Survey,2024-03-11,1398.0,Pending review
Rawalpindi,Hygiene,2024-07-01,2737.0,,Local Fund,WASH Program,803,Low,PK-RAW,kits,Survey,2024-07-03,,Partner discrepancy noted
