Beneficiary_Region,Commodity_Type,Reporting_Period,HH_in_Need,Qty_Given,Programme_Category,Priority_Level,District_Code,Gap_Balance,Donor_Name,Notes,Record_ID
Rawalpindi,Medicine,Dec-2026,303.0,158.0,Seasonal Aid,Low,PK-RAW,145,USAID,Reported late,REC01213
Rawalpindi,Clothing,Oct-2026,372.0,180.0,Seasonal Aid,Low,PK-RAW,192,USAID,Delayed due to weather,REC00408
Sargodha,Clothing,11/01/2025,817.0,327.0,Recovery,Medium,PK-SAR,490,Red Crescent,Reported late,REC01811
Karachi,Hygiene,Sep-2026,636.0,514.0,Seasonal Aid,High,PK-KAR,122,Govt Relief Fund,Verified by field officer,REC01748
Hyderabad,Water,Aug-2026,296.0,247.0,Development,Low,PK-HYD,49,UNHCR,Verified by field officer,REC01340
Hyderabad,Medicine,Nov-2025,134.0,130.0,Emergency,High,PK-HYD,4,Govt Relief Fund,Awaiting confirmation,REC02456
Sialkot,Food,Sep-2025,745.0,437.0,Development,High,PK-SIA,278,Local Fund,Awaiting confirmation,REC02642
Lahore,Water,03/01/2026,165.0,111.0,Seasonal Aid,High,PK-LAH,54,Govt Relief Fund,,REC00806
Faisalabad,Clothing,Jul-2025,728.0,599.0,Recovery,Low,PK-FAI,129,Local Fund,Reported late,REC01454
Bahawalpur,Medicine,04/01/2026,580.0,181.0,Emergency,High,PK-BAH,399,Govt Relief Fund,N/A,REC00846
Hyderabad,Food,2025/10/01,431.0,223.0,Seasonal Aid,High,PK-HYD,208,WFP,Partial delivery,REC00625
Multan,Hygiene,May-2025,808.0,461.0,Emergency,Medium,PK-MUL,347,USAID,Verified by field officer,REC02909
Lahore,Water,2025-03-01,537.0,549.0,Development,Low,PK-LAH,-12,USAID,N/A,REC02125
Gujranwala,Shelter,2026/11/01,801.0,621.0,Development,Medium,PK-GUJ,180,Red Crescent,N/A,REC02885
Hyderabad,Hygiene,Mar-2025,610.0,222.0,Emergency,High,PK-HYD,388,Local Fund,Partial delivery,REC00193
Sialkot,Hygiene,Mar-2025,682.0,251.0,Recovery,High,PK-SIA,431,UNICEF,Delayed due to weather,REC00331
Peshawar,Clothing,Aug-2025,805.0,486.0,Recovery,Low,PK-PES,319,UNHCR,Reported late,REC00122
Multan,Clothing,Sep-2026,476.0,320.0,Development,High,,156,USAID,Partial delivery,REC02905
Sialkot,Food,2026/10/01,585.0,407.0,Recovery,Medium,PK-SIA,178,UNICEF,Partial delivery,REC01384
Karachi,Shelter,2025-08-01,475.0,401.0,Seasonal Aid,Low,PK-KAR,74,WFP,Verified by field officer,REC00312
Peshawar,Food,2025/10/01,492.0,303.0,Seasonal Aid,High,PK-PES,189,Red Crescent,,REC01082
Faisalabad,Food,Aug-2025,228.0,68.0,Seasonal Aid,Low,PK-FAI,160,Govt Relief Fund,Awaiting confirmation,REC02148
Faisalabad,Shelter,Jun-2025,275.0,,Development,High,PK-FAI,111,WFP,,REC01043
Sialkot,Shelter,Dec-2026,816.0,781.0,Emergency,Low,PK-SIA,35,WFP,,REC00741
Rawalpindi,Shelter,04/01/2025,357.0,354.0,Recovery,Medium,PK-RAW,3,UNICEF,N/A,REC01763
Gujranwala,Medicine,2025-10-01,446.0,218.0,Emergency,Low,PK-GUJ,228,Govt Relief Fund,Awaiting confirmation,REC00883
Sargodha,Hygiene,04/01/2026,331.0,217.0,Development,High,PK-SAR,114,USAID,,REC02423
Quetta,Water,2025/05/01,816.0,793.0,Recovery,High,PK-QUE,23,UNHCR,Partial delivery,REC02685
Peshawar,Clothing,Sep-2025,822.0,543.0,Recovery,Medium,PK-PES,279,UNICEF,Partial delivery,REC01404
Lahore,Shelter,2025/10/01,691.0,,Emergency,Low,PK-LAH,172,UNICEF,Reported late,REC02051
Peshawar,Water,Feb-2026,862.0,727.0,Development,Medium,PK-PES,101,UNICEF,N/A,REC01994
Karachi,Hygiene,2026-02-01,362.0,217.0,Recovery,Medium,PK-KAR,145,Govt Relief Fund,Partial delivery,REC02037
Sargodha,Shelter,2026/03/01,701.0,257.0,Recovery,High,PK-SAR,444,Govt Relief Fund,Awaiting confirmation,REC00018
Rawalpndi,Shelter,Dec-2025,571.0,191.0,Seasonal Aid,Low,PK-RAW,380,Local Fund,Awaiting confirmation,REC00354
Faisalabad,Food,2025/07/01,229.0,82.0,Emergency,High,PK-FAI,147,Red Crescent,Partial delivery,REC00258
Hyderabad,Water,2025/06/01,284.0,270.0,Recovery,Medium,PK-HYD,14,Red Crescent,N/A,REC01263
Faisalabad,Clothing,2026-10-01,215.0,102.0,,High,PK-FAI,113,Red Crescent,Partial delivery,REC00863
Quetta,Water,01/01/2025,611.0,349.0,Development,Medium,PK-QUE,262,USAID,Partial delivery,REC02501
Karachi,Water,12/01/2026,387.0,219.0,Recovery,Low,PK-KAR,168,UNICEF,Delayed due to weather,REC01936
Sargodha,Shelter,Dec-2025,89.0,64.0,Development,,PK-SAR,25,Local Fund,Verified by field officer,REC01529
Sialkot,Water,2026/09/01,169.0,85.0,Emergency,High,PK-SIA,84,Govt Relief Fund,Verified by field officer,REC00060
Peshawar,Shelter,07/01/2025,257.0,142.0,Emergency,Medium,PK-PES,115,UNICEF,N/A,REC01612
Sialkot,Water,2025-02-01,,231.0,Development,High,PK-SIA,116,UNHCR,,REC02049
Rawalpindi,Food,2025-12-01,568.0,381.0,Recovery,High,PK-RAW,187,Local Fund,,REC02243
Sialkot,Water,08/01/2026,253.0,187.0,Development,Medium,PK-SIA,66,UNICEF,,REC01095
Peshawar,Shelter,11/01/2026,192.0,62.0,Development,Low,PK-PES,130,USAID,N/A,REC00519
Sargodha,Hygiene,2026-09-01,105.0,69.0,Emergency,Medium,,36,Local Fund,Delayed due to weather,REC00422
Sargodha,Shelter,2025-11-01,690.0,,Development,High,PK-SAR,106,UNICEF,N/A,REC01570
Multan,Medicine,2025-05-01,105.0,87.0,Seasonal Aid,Low,PK-MUL,18,Govt Relief Fund,,REC00860
Hyderabad,Clothing,Nov-2025,264.0,247.0,Emergency,High,PK-HYD,17,Govt Relief Fund,Partial delivery,REC00013
Sialkot,Shelter,Feb-2026,294.0,218.0,Emergency,Low,PK-SIA,76,Local Fund,Awaiting confirmation,REC01878
Quetta,Water,2026-07-01,892.0,427.0,Emergency,Low,PK-QUE,465,UNICEF,,REC00372
Karachi,Water,2026/01/01,637.0,498.0,Seasonal Aid,Medium,PK-KAR,139,USAID,Delayed due to weather,REC00389
Peshawar,Food,Sep-2026,753.0,416.0,Development,High,PK-PES,337,Red Crescent,Partial delivery,REC02972
Rawalpindi,Food,2026/05/01,81.0,64.0,Seasonal Aid,High,PK-RAW,17,USAID,Verified by field officer,REC00420
Sialkot,Clothing,2025-10-01,739.0,355.0,Recovery,Low,PK-SIA,384,UNICEF,Verified by field officer,REC01494
Sialkot,Clothing,2026-02-01,240.0,132.0,Recovery,Medium,PK-SIA,108,UNICEF,Partial delivery,REC01712
Karachi,Medicine,2026-07-01,110.0,38.0,Seasonal Aid,Low,PK-KAR,72,USAID,,REC01849
Gujranwala,Food,Mar-2025,686.0,209.0,Seasonal Aid,Low,,477,WFP,Partial delivery,REC02021
Faisalabad,Water,Jun-2025,756.0,449.0,Recovery,Medium,PK-FAI,330,Govt Relief Fund,Verified by field officer,REC01567
Rawalpindi,Medicine,2026/10/01,659.0,251.0,Seasonal Aid,Low,PK-RAW,408,WFP,N/A,REC02151
Quetta,Clothing,10/01/2025,178.0,83.0,Emergency,Medium,PK-QUE,95,Red Crescent,Verified by field officer,REC01732
Sialkot,Shelter,Jul-2025,249.0,233.0,Development,Medium,PK-SIA,16,UNHCR,Verified by field officer,REC00938
Gujranwala,Shelter,2026-11-01,439.0,268.0,Development,Medium,PK-GUJ,171,Govt Relief Fund,N/A,REC00494
Lahore,Shelter,Mar-2026,631.0,340.0,Recovery,,PK-LAH,291,UNHCR,,REC02617
Peshawar,Medicine,2025-06-01,281.0,243.0,Recovery,High,PK-PES,38,Red Crescent,N/A,REC01271
Bahawalpur,Clothng,2026/08/01,162.0,91.0,Development,High,PK-BAH,71,UNICEF,Partial delivery,REC00638
multan,Hygiene,2026/12/01,894.0,568.0,Emergency,Medium,PK-MUL,326,Red Crescent,Partial delivery,REC00428
Sialkot,Hygiene,2026-09-01,472.0,474.0,Development,Low,PK-SIA,-2,Local Fund,Delayed due to weather,REC02321
Peshawar,Food,2025/06/01,120.0,39.0,Seasonal Aid,Low,PK-PES,70,Govt Relief Fund,Verified by field officer,REC01308
Rawalpindi,Clothing,2026/06/01,242.0,185.0,Seasonal Aid,Medium,PK-RAW,57,WFP,Awaiting confirmation,REC02861
Multan,Food,2025-01-01,679.0,325.0,Development,High,PK-MUL,354,UNHCR,,REC00305
Multan,Food,Jul-2025,209.0,95.0,Development,Medium,,114,Govt Relief Fund,Delayed due to weather,REC02461
Rawalpindi,Hygiene,08/01/2026,436.0,330.0,Seasonal Aid,High,PK-RAW,106,USAID,Partial delivery,REC00909
Lahore,Food,05/01/2025,582.0,524.0,Recovery,Medium,PK-LAH,58,Local Fund,Awaiting confirmation,REC00409
Peshawar,Clothing,2026/01/01,245.0,101.0,Development,,PK-PES,144,UNICEF,N/A,REC00716
Sargodha,Medicine,2026/04/01,494.0,427.0,Emergency,High,PK-SAR,67,UNHCR,Partial delivery,REC00981
Bahawalpur,Hygiene,Oct-2025,628.0,354.0,Recovery,Medium,PK-BAH,274,Local Fund,Delayed due to weather,REC01442
Gujranwala,Clothing,2025-01-01,571.0,196.0,Emergency,Low,PK-GUJ,375,Govt Relief Fund,Reported late,REC00920
Hyderabad,Medicine,2026/12/01,568.0,460.0,Seasonal Aid,Low,PK-HYD,108,Red Crescent,,REC01307
Hyderabad,Hygiene,2026/04/01,617.0,589.0,Seasonal Aid,Low,PK-HYD,28,USAID,Partial delivery,REC00088
Karachi,Water,Nov-2025,889.0,359.0,Development,High,PK-KAR,530,Red Crescent,Reported late,REC02856
Karachi,Medicine,May-2025,804.0,527.0,Development,Low,PK-KAR,277,UNICEF,N/A,REC01649
Karachi,Food,12/01/2026,328.0,136.0,Seasonal Aid,Low,PK-KAR,192,UNHCR,Delayed due to weather,REC00513
Bahawalpur,Shelter,2025-02-01,89.0,61.0,Emergency,High,PK-BAH,28,UNICEF,N/A,REC00110
Lahore,Food,Oct-2026,418.0,241.0,Recovery,Medium,PK-LAH,177,UNICEF,Awaiting confirmation,REC00680
Rawalpindi,Clothing,2025-02-01,841.0,814.0,Seasonal Aid,Medium,PK-RAW,27,Local Fund,,REC02185
Karachi,Food,2026-08-01,454.0,388.0,Recovery,Low,PK-KAR,66,USAID,Awaiting confirmation,REC01725
Quetta,Hygiene,2026-08-01,319.0,318.0,Recovery,High,PK-QUE,1,Local Fund,Awaiting confirmation,REC02412
Faisalabad,Medicine,Jun-2026,143.0,62.0,Development,Low,PK-FAI,81,WFP,Reported late,REC01946
Bahawalpur,Medicine,2025/07/01,448.0,329.0,Emergency,High,PK-BAH,119,UNHCR,Awaiting confirmation,REC01827
Lahore,Hygiene,2025/04/01,832.0,602.0,Seasonal Aid,Medium,PK-LAH,230,USAID,Awaiting confirmation,REC00398
Rawalpindi,Medicine,2025/01/01,94.0,32.0,Development,Medium,PK-RAW,62,UNICEF,Awaiting confirmation,REC01274
Hyderabad,Hygiene,2026/12/01,843.0,296.0,Seasonal Aid,Medium,PK-HYD,547,UNICEF,Verified by field officer,REC01145
Bahawalpur,Water,Oct-2026,588.0,469.0,Seasonal Aid,,PK-BAH,119,Local Fund,Verified by field officer,REC02614
Sialkot,Shelter,2025/11/01,405.0,164.0,Development,Medium,PK-SIA,241,Red Crescent,Delayed due to weather,REC02293
Rawalpindi,Clothing,2026/12/01,830.0,289.0,Recovery,Low,PK-RAW,541,UNHCR,Delayed due to weather,REC00662
Hyderabad,Food,2026/09/01,877.0,876.0,Seasonal Aid,Low,PK-HYD,1,UNHCR,Partial delivery,REC01185
Faisalabad,Water,2025-11-01,253.0,196.0,Development,High,PK-FAI,57,Red Crescent,Awaiting confirmation,REC02222
Multan,Clothing,Aug-2025,529.0,226.0,Development,Low,PK-MUL,303,Red Crescent,Partial delivery,REC00797
Lahore,Water,05/01/2025,767.0,306.0,Development,Low,PK-LAH,461,Govt Relief Fund,,REC02168
Sargodha,Clothing,2026-11-01,439.0,163.0,Development,Low,PK-SAR,276,UNHCR,N/A,REC02920
Gujranwala,Food,2025/06/01,545.0,443.0,Seasonal Aid,Medium,PK-GUJ,96,WFP,Reported late,REC01695
Karachi,Water,12/01/2025,752.0,686.0,Recovery,Low,PK-KAR,105,UNHCR,Verified by field officer,REC00738
Bahawalpur,Medicine,06/01/2026,177.0,158.0,Emergency,Medium,PK-BAH,19,UNICEF,N/A,REC02285
Karachi,Shelter,Sep-2026,130.0,61.0,Emergency,High,PK-KAR,69,UNHCR,Delayed due to weather,REC02877
Hyderabad,Food,May-2025,367.0,327.0,Emergency,High,PK-HYD,40,UNHCR,Partial delivery,REC01782
Bahawalpur,Hygiene,02/01/2026,753.0,485.0,Recovery,High,PK-BAH,268,Local Fund,Partial delivery,REC01462
Faisalabad,Medicine,Jun-2025,437.0,325.0,Emergency,High,PK-FAI,112,Govt Relief Fund,Delayed due to weather,REC02140
Sialkot,Food,10/01/2026,867.0,693.0,Seasonal Aid,Medium,PK-SIA,174,UNHCR,Verified by field officer,REC01453
Multan,Medicine,07/01/2026,604.0,602.0,Seasonal Aid,High,PK-MUL,2,USAID,Reported late,REC02494
Multan,Medicine,2025-10-01,712.0,545.0,Recovery,Low,PK-MUL,167,WFP,Awaiting confirmation,REC01978
Rawalpindi,Medicine,Dec-2025,594.0,533.0,Seasonal Aid,Medium,PK-RAW,61,Red Crescent,Delayed due to weather,REC01857
Rawalpindi,Clothing,Mar-2025,582.0,289.0,,Low,PK-RAW,293,Red Crescent,N/A,REC00679
Karachi,Shelter,04/01/2025,839.0,530.0,Development,Low,PK-KAR,309,USAID,Partial delivery,REC02272
Rawalpindi,Shelter,2025-07-01,270.0,176.0,Recovery,Low,PK-RAW,94,Govt Relief Fund,Awaiting confirmation,REC01558
Karachi,Clothing,2026/04/01,814.0,,Seasonal Aid,Medium,PK-KAR,452,Red Crescent,Partial delivery,REC00822
Gujranwala,Food,08/01/2026,305.0,128.0,Seasonal Aid,Low,PK-GUJ,177,Red Crescent,Reported late,REC02437
Quetta,Medicine,2025-11-01,455.0,161.0,Development,Medium,PK-QUE,294,WFP,Reported late,REC00042
Peshawar,Clothing,Oct-2026,522.0,339.0,Recovery,Medium,PK-PES,183,Govt Relief Fund,,REC02688
Rawalpindi,Hygiene,2025/05/01,697.0,557.0,Seasonal Aid,High,PK-RAW,140,Local Fund,Awaiting confirmation,REC00213
Faisalabad,Food,12/01/2026,568.0,343.0,Seasonal Aid,Low,PK-FAI,225,USAID,Verified by field officer,REC00772
Gujranwala,Food,2025/12/01,95.0,,Emergency,Medium,PK-GUJ,60,WFP,,REC00323
Lahore,Water,Jan-2026,790.0,498.0,Seasonal Aid,Medium,PK-LAH,292,Red Crescent,N/A,REC02184
Gujranwala,Medicine,May-2026,181.0,106.0,Recovery,Low,PK-GUJ,75,USAID,Verified by field officer,REC02354
Hyderabad,Medicine,09/01/2025,662.0,254.0,Recovery,Medium,PK-HYD,408,UNHCR,Delayed due to weather,REC00931
Lahore,Medicine,04/01/2025,339.0,254.0,Emergency,High,PK-LAH,85,Local Fund,Reported late,REC00979
Hyderabad,Medicine,2025/12/01,594.0,237.0,Emergency,Low,PK-HYD,357,WFP,N/A,REC00303
Sialkot,Water,May-2025,235.0,138.0,Development,Medium,PK-SIA,97,Local Fund,Verified by field officer,REC01966
Gujranwala,Hygiene,2026-09-01,486.0,490.0,Recovery,Medium,PK-GUJ,34,Govt Relief Fund,Delayed due to weather,REC01917
Karachi,Shelter,04/01/2026,736.0,309.0,Seasonal Aid,Medium,PK-KAR,427,Govt Relief Fund,Delayed due to weather,REC01870
Bahawalpur,medicine,2025/12/01,389.0,300.0,Seasonal Aid,Low,PK-BAH,89,UNHCR,N/A,REC01260
Hyderabad,Medicine,Dec-2025,562.0,362.0,Emergency,Medium,PK-HYD,200,UNHCR,Reported late,REC00092
Faisalabad,Medicine,2025/10/01,600.0,406.0,Development,High,PK-FAI,194,Red Crescent,N/A,REC01044
Lahore,Clothing,06/01/2025,430.0,392.0,Seasonal Aid,High,PK-LAH,38,UNICEF,Delayed due to weather,REC01365
Sargodha,Medicine,2026/08/01,359.0,259.0,Seasonal Aid,Low,PK-SAR,100,Red Crescent,,REC01207
Sialkot,Shelter,06/01/2025,241.0,199.0,Emergency,Low,PK-SIA,42,Red Crescent,N/A,REC01622
Rawalpindi,Clothing,2025-04-01,479.0,221.0,Seasonal Aid,Low,PK-RAW,258,Local Fund,Partial delivery,REC00022
Multan,Water,02/01/2026,195.0,109.0,Development,Low,PK-MUL,86,UNICEF,N/A,REC02931
Sargodha,Medicine,2026/06/01,256.0,210.0,Emergency,High,PK-SAR,46,UNHCR,Delayed due to weather,REC00949
Quetta,Water,2025-07-01,,72.0,Seasonal Aid,Low,PK-QUE,41,Red Crescent,Delayed due to weather,REC01106
Karachi,Food,2025/06/01,730.0,698.0,Recovery,High,PK-KAR,32,Red Crescent,Reported late,REC02578
Sargodha,Hygiene,Oct-2025,819.0,386.0,Development,High,PK-SAR,433,UNHCR,N/A,REC02459
Peshawar,Shelter,2025-01-01,92.0,42.0,Recovery,Low,PK-PES,50,Red Crescent,Partial delivery,REC00423
Peshawar,Shelter,Apr-2025,375.0,284.0,Development,Medium,PK-PES,91,USAID,N/A,REC00100
Quetta,Hygiene,Feb-2026,646.0,383.0,Development,High,PK-QUE,263,WFP,Partial delivery,REC00175
Karachi,Clothing,2026-02-01,847.0,672.0,Seasonal Aid,Medium,PK-KAR,175,WFP,N/A,REC01287
Sialkot,Water,11/01/2025,97.0,52.0,Seasonal Aid,Medium,PK-SIA,45,WFP,Reported late,REC00208
Quetta,Water,04/01/2026,518.0,236.0,Development,Medium,PK-QUE,282,Red Crescent,Partial delivery,REC00499
Lahore,Shelter,03/01/2026,247.0,144.0,Emergency,Low,PK-LAH,103,UNHCR,Delayed due to weather,REC02878
Bahawalpur,Clothing,2025/06/01,495.0,454.0,Seasonal Aid,Medium,PK-BAH,41,Govt Relief Fund,Awaiting confirmation,REC00071
Sargodha,Clothing,Jun-2025,474.0,463.0,Seasonal Aid,High,PK-SAR,11,UNICEF,Delayed due to weather,REC02891
Sialkot,Shelter,2025-09-01,707.0,637.0,Recovery,Medium,PK-SIA,70,Govt Relief Fund,Delayed due to weather,REC00635
Sialkot,Medcine,10/01/2026,523.0,259.0,Seasonal Aid,High,PK-SIA,264,USAID,,REC02639
Gujranwala,Hygiene,11/01/2026,139.0,122.0,Recovery,Medium,PK-GUJ,17,Govt Relief Fund,Awaiting confirmation,REC02894
Bahawalpur,Medicine,2026-12-01,589.0,449.0,Development,Low,PK-BAH,140,UNICEF,Reported late,REC02822
Lahore,Food,Jul-2025,243.0,184.0,Development,High,PK-LAH,59,Govt Relief Fund,N/A,REC00021
Sialkot,Clothing,10/01/2026,820.0,664.0,Development,Medium,PK-SIA,156,USAID,Verified by field officer,REC01685
Sargodha,Water,2026/12/01,895.0,640.0,Recovery,Low,,255,Local Fund,,REC00925
Sialkot,Shelter,2026-06-01,107.0,84.0,Development,Medium,PK-SIA,23,Red Crescent,Delayed due to weather,REC01038
Quetta,Food,2026/09/01,543.0,359.0,Emergency,Medium,PK-QUE,184,Red Crescent,Delayed due to weather,REC00613
Sialkot,Shelter,2026-11-01,867.0,767.0,Seasonal Aid,Low,PK-SIA,100,UNICEF,Reported late,REC01310
Karachi,Water,01/01/2026,854.0,819.0,Emergency,Medium,PK-KAR,35,UNICEF,,REC01356
Gujranwala,Clothing,06/01/2025,154.0,153.0,Recovery,Medium,PK-GUJ,1,UNHCR,Partial delivery,REC00045
Sialkot,Medicine,Feb-2026,418.0,183.0,Seasonal Aid,High,PK-SIA,235,Govt Relief Fund,Reported late,REC01975
Rawalpindi,Shelter,May-2026,344.0,198.0,Emergency,High,PK-RAW,146,UNHCR,Reported late,REC02940
Quetta,Medicine,01/01/2025,216.0,191.0,Emergency,High,PK-QUE,25,WFP,Verified by field officer,REC02900
Quetta,Shelter,2025-06-01,837.0,848.0,Recovery,Low,PK-QUE,-11,UNHCR,Partial delivery,REC02134
Gujranwala,Shelter,2026-04-01,207.0,171.0,Emergency,Medium,PK-GUJ,36,WFP,Verified by field officer,REC02025
Hyderabad,Water,04/01/2025,462.0,180.0,Emergency,Low,PK-HYD,282,UNHCR,Verified by field officer,REC00129
Rawalpindi,Food,2026/02/01,180.0,185.0,Emergency,High,PK-RAW,-5,UNHCR,Verified by field officer,REC02563
Quetta,Clothing,06/01/2025,491.0,196.0,Seasonal Aid,Medium,PK-QUE,295,Local Fund,Verified by field officer,REC01427
Sargodha,Hygiene,Aug-2025,405.0,320.0,Emergency,Medium,PK-SAR,85,Local Fund,Verified by field officer,REC01621
Sargodha,Shelter,2026/12/01,408.0,246.0,Emergency,Low,PK-SAR,162,USAID,N/A,REC00239
Rawalpindi,Water,2025/09/01,299.0,291.0,Recovery,Medium,PK-RAW,8,Govt Relief Fund,Awaiting confirmation,REC02126
Sialkot,Clothing,2025-01-01,775.0,740.0,Emergency,Low,PK-SIA,35,USAID,Reported late,REC02644
Multan,Water,2025-10-01,192.0,115.0,Emergency,Medium,PK-MUL,77,Local Fund,,REC01604
Bahawalpur,Food,2026-06-01,306.0,212.0,Development,High,PK-BAH,94,UNHCR,N/A,REC02114
Multan,Shelter,07/01/2026,578.0,343.0,Recovery,Low,PK-MUL,235,Local Fund,Verified by field officer,REC01743
Gujranwala,Food,Mar-2025,449.0,192.0,Emergency,Low,,257,USAID,Partial delivery,REC01097
Sargodha,Water,2026/02/01,833.0,537.0,Emergency,Low,PK-SAR,296,Red Crescent,,REC00665
Sialkot,Hygiene,08/01/2026,197.0,118.0,Emergency,Low,PK-SIA,79,WFP,Verified by field officer,REC00454
Sialkot,Medicine,03/01/2026,535.0,483.0,Emergency,Low,PK-SIA,52,Red Crescent,Awaiting confirmation,REC02197
Sargodha,Hygiene,2026/11/01,95.0,40.0,Recovery,Low,PK-SAR,55,WFP,,REC02363
Rawalpindi,Hygiene,2025-11-01,694.0,232.0,Recovery,Medium,PK-RAW,462,USAID,Verified by field officer,REC00687
Hyderabad,Shelter,10/01/2026,620.0,449.0,Seasonal Aid,Low,PK-HYD,171,UNICEF,Partial delivery,REC01020
Sargodha,Clothing,10/01/2025,560.0,278.0,Emergency,Medium,PK-SAR,282,WFP,Reported late,REC01003
Faisalabad,Hygiene,2025/04/01,754.0,704.0,Recovery,Low,PK-FAI,50,USAID,Partial delivery,REC01846
Gujranwala,Hygiene,Dec-2026,219.0,159.0,Seasonal Aid,Low,,60,Govt Relief Fund,,REC01516
Sialkot,Hygiene,01/01/2025,780.0,471.0,Emergency,Medium,PK-SIA,302,Govt Relief Fund,Verified by field officer,REC00520
Quetta,Food,2025/07/01,641.0,476.0,Seasonal Aid,High,PK-QUE,165,Red Crescent,Delayed due to weather,REC02778
Gujranwala,Medicine,2025/05/01,,637.0,Development,Low,PK-GUJ,105,UNICEF,Delayed due to weather,REC00178
Peshawar,Clothing,2025-01-01,93.0,64.0,Emergency,Low,PK-PES,29,WFP,Delayed due to weather,REC01918
Quetta,Water,Mar-2025,584.0,403.0,Recovery,Medium,PK-QUE,181,UNICEF,Partial delivery,REC01250
Bahawalpur,Clothing,Feb-2026,895.0,269.0,Seasonal Aid,High,PK-BAH,658,WFP,N/A,REC00204
Gujranwala,Clothing,2025/03/01,272.0,174.0,Recovery,High,PK-GUJ,98,Local Fund,Verified by field officer,REC02045
Karachi,Medicine,11/01/2025,889.0,786.0,Seasonal Aid,Medium,PK-KAR,103,UNICEF,,REC01337
Hyderabad,Medicine,07/01/2025,760.0,680.0,Development,Low,PK-HYD,80,Red Crescent,Reported late,REC01366
Peshawar,Water,11/01/2025,,419.0,Emergency,High,PK-PES,18,Red Crescent,Reported late,REC02748
Multan,Food,2026/11/01,520.0,401.0,Emergency,High,PK-MUL,145,UNHCR,Delayed due to weather,REC01130
Bahawalpur,Medicine,Oct-2025,511.0,265.0,Seasonal Aid,Low,PK-BAH,246,Govt Relief Fund,Verified by field officer,REC01713
rawalpindi,Shelter,10/01/2025,188.0,127.0,Seasonal Aid,Medium,PK-RAW,61,Red Crescent,Verified by field officer,REC00290
Multan,Medicine,11/01/2026,427.0,447.0,Seasonal Aid,High,PK-MUL,-20,Local Fund,N/A,REC00048
Hyderabad,Shelter,Nov-2025,611.0,562.0,Development,Medium,PK-HYD,73,UNHCR,Reported late,REC00160
Gujranwala,Medicine,12/01/2026,809.0,788.0,Emergency,High,PK-GUJ,21,UNICEF,Verified by field officer,REC01521
Bahawalpur,Medicine,2025-01-01,167.0,116.0,Recovery,Low,PK-BAH,83,Govt Relief Fund,Awaiting confirmation,REC02772
Lahore,Clothing,02/01/2026,186.0,188.0,Emergency,Low,PK-LAH,-2,UNHCR,Partial delivery,REC02689
Karachi,Hygiene,07/01/2025,338.0,101.0,Development,High,PK-KAR,237,UNHCR,Reported late,REC02824
Lahore,Shelter,09/01/2026,306.0,128.0,,Medium,PK-LAH,178,UNHCR,N/A,REC00933
Sargodha,Hygiene,2026-08-01,140.0,79.0,Development,High,PK-SAR,61,WFP,Delayed due to weather,REC01196
Faisalabad,Water,2025-10-01,582.0,482.0,Seasonal Aid,Medium,PK-FAI,100,UNHCR,,REC01018
Faisalabad,Clothing,2025-10-01,142.0,68.0,Recovery,Low,PK-FAI,74,UNHCR,Awaiting confirmation,REC01924
Sialkot,Food,Nov-2025,684.0,240.0,Seasonal Aid,Low,PK-SIA,444,Local Fund,N/A,REC00068
Faisalabad,Water,Nov-2025,263.0,128.0,Development,High,PK-FAI,135,WFP,Verified by field officer,REC01387
Bahawalpur,Medicine,04/01/2025,698.0,350.0,Seasonal Aid,,PK-BAH,348,UNICEF,Delayed due to weather,REC01133
Rawalpindi,Food,Mar-2025,406.0,176.0,Emergency,High,PK-RAW,230,UNICEF,N/A,REC02731
Sialkot,Food,2025-03-01,353.0,332.0,Emergency,Low,PK-SIA,21,Govt Relief Fund,N/A,REC01998
Lahore,Shelter,2026-04-01,488.0,430.0,Emergency,,PK-LAH,58,UNHCR,Verified by field officer,REC01059
Sargodha,Food,01/01/2026,281.0,268.0,Development,High,PK-SAR,13,Red Crescent,,REC02657
Multan,Medicine,02/01/2025,257.0,231.0,Seasonal Aid,Low,PK-MUL,26,WFP,Awaiting confirmation,REC01598
Rawalpindi,Food,2025-05-01,126.0,53.0,Emergency,High,PK-RAW,73,Local Fund,Awaiting confirmation,REC01415
Quetta,Clothing,09/01/2026,302.0,145.0,Development,Low,PK-QUE,157,Red Crescent,,REC02393
Sargodha,Food,2026-07-01,648.0,415.0,Emergency,,PK-SAR,233,UNICEF,Partial delivery,REC02908
Sialkot,Clothing,Jun-2026,356.0,186.0,Recovery,Medium,PK-SIA,170,USAID,Verified by field officer,REC02497
Faisalabad,Hygiene,2026-12-01,539.0,423.0,Recovery,Low,,116,UNHCR,Verified by field officer,REC00406
Peshawar,Hygiene,Sep-2025,712.0,263.0,Recovery,Medium,PK-PES,449,UNICEF,Reported late,REC01304
